IND_NAME,DIM_GEO_NAME,DIM_1_CODE,VALUE_NUMERIC
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),South Africa,NA,21.69
Average of 15 International Health Regulations core capacity scores,South Africa,NA,63.07
Density of dentists (per 10 000 population) ,South Africa,NA,0.22
Density of medical doctors (per 10 000 population) ,South Africa,NA,8.09
Density of nursing and midwifery personnel (per 10 000 population) ,South Africa,NA,10.38
Density of pharmacists (per 10 000 population) ,South Africa,NA,0.6
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),South Africa,NA,85
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),South Africa,NA,15.29
Healthy life expectancy at birth (years),South Africa,SEX_BTSX,52.76
Healthy life expectancy at birth (years),South Africa,SEX_FMLE,53.8
Healthy life expectancy at birth (years),South Africa,SEX_MLE,51.67
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),South Africa,NA,3.1
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),South Africa,SEX_FMLE,47
Life expectancy at birth (years),South Africa,SEX_MLE,58.9
Life expectancy at birth (years),South Africa,SEX_FMLE,64.02
Life expectancy at birth (years),South Africa,SEX_BTSX,61.5
Malaria incidence (per 1000 population at risk),South Africa,NA,0.34
Maternal mortality ratio (per 100 000 live births),South Africa,NA,126.83
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),South Africa,NA,87
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),South Africa,SEX_BTSX,27.6
Mortality rate due to homicide (per 100 000 population),South Africa,NA,32.81
Mortality rate from unintentional poisoning (per 100 000 population),South Africa,NA,1.69
Neonatal mortality rate (per 1000 live births),South Africa,SEX_BTSX,11.02
New HIV infections (per 1000 uninfected population),South Africa,SEX_BTSX,3.15
Number of cases of poliomyelitis caused by wild poliovirus (WPV),South Africa,NA,0
Percentage of bloodstream infection due to Escherichia coli resistant to 3rd-generation cephalosporin (%),South Africa,NA,27.7
Percentage of bloodstream infections due methicillin-resistant Staphylococcus aureus (%),South Africa,NA,16.64
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),South Africa,NA,89
Population with household expenditures on health > 10% of total household expenditure or income (%),South Africa,NA,1.03
Population with household expenditures on health > 25% of total household expenditure or income (%),South Africa,NA,0.12
Prevalence of anaemia in women of reproductive age (15–49 years) (%),South Africa,SEX_FMLE,30.5
Prevalence of obesity among children and adolescents (5–19 years) (%),South Africa,SEX_BTSX,7.08
Prevalence of overweight in children under 5 (%),South Africa,NA,12.1
Prevalence of stunting in children under 5 (%),South Africa,NA,22.8
Prevalence of wasting in children under 5 (%),South Africa,NA,3.6
Probability of dying from any of CVD cancer diabetes CRD between age 30 and exact age 70 (%),South Africa,NA,21.43
Proportion of births attended by skilled health personnel (%),South Africa,NA,96.7
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,South Africa,NA,13
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,South Africa,NA,24
Proportion of population using safely-managed sanitation services (%),South Africa,NA,71.71
Proportion of population with primary reliance on clean fuels and technology (%),South Africa,NA,89.4
Proportion of safely treated domestic wastewater flows (%),South Africa,NA,41.29
Proportion of women of reproductive age who have their need for family planning satisfied with modern methods (%),South Africa,SEX_FMLE,79.7
Reported number of people requiring interventions against NTDs,South Africa,NA,16502598
Road traffic mortality rate (per 100 000 population),South Africa,NA,24.5
Suicide mortality rate (per 100 000 population),South Africa,NA,22.27
Total alcohol per capita (? 15 years of age) consumption (litres of pure alcohol),South Africa,SEX_BTSX,8.77
Total net official development assistance to medical research and basic health sectors per capita (US$) by recipient country,South Africa,NA,1.52
Tuberculosis incidence (per 100 000 population),South Africa,NA,468
UHC: Service coverage index,South Africa,NA,70.95
Under-five mortality rate (per 1000 live births),South Africa,SEX_BTSX,34.54
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,South Sudan,SEX_BTSX,134.5
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),South Sudan,SEX_BTSX,34.2
Age-standardized prevalence of obesity among adults (18+ years) (%),South Sudan,SEX_BTSX,8.6
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),South Sudan,NA,28.46
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),South Sudan,NA,21.36
Average of 15 International Health Regulations core capacity scores,South Sudan,NA,40.8
Density of dentists (per 10 000 population) ,South Sudan,NA,0.03
Density of medical doctors (per 10 000 population) ,South Sudan,NA,0.43
Density of nursing and midwifery personnel (per 10 000 population) ,South Sudan,NA,7.12
Density of pharmacists (per 10 000 population) ,South Sudan,NA,0.13
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),South Sudan,NA,73
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),South Sudan,NA,2.11
Healthy life expectancy at birth (years),South Sudan,SEX_MLE,49.6
Healthy life expectancy at birth (years),South Sudan,SEX_BTSX,50.53
Healthy life expectancy at birth (years),South Sudan,SEX_FMLE,51.45
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),South Sudan,NA,13.03
Life expectancy at birth (years),South Sudan,SEX_FMLE,60.61
Life expectancy at birth (years),South Sudan,SEX_MLE,56.48
Life expectancy at birth (years),South Sudan,SEX_BTSX,58.57
Malaria incidence (per 1000 population at risk),South Sudan,NA,255.17
Maternal mortality ratio (per 100 000 live births),South Sudan,NA,1222.53
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),South Sudan,SEX_BTSX,68.1
Mortality rate due to homicide (per 100 000 population),South Sudan,NA,15.75
Mortality rate from unintentional poisoning (per 100 000 population),South Sudan,NA,1.63
Neonatal mortality rate (per 1000 live births),South Sudan,SEX_BTSX,39.42
New HIV infections (per 1000 uninfected population),South Sudan,SEX_BTSX,0.79
Number of cases of poliomyelitis caused by wild poliovirus (WPV),South Sudan,NA,0
Population with household expenditures on health > 10% of total household expenditure or income (%),South Sudan,NA,11.71
Population with household expenditures on health > 25% of total household expenditure or income (%),South Sudan,NA,2.71
Prevalence of anaemia in women of reproductive age (15–49 years) (%),South Sudan,SEX_FMLE,35.6
Prevalence of obesity among children and adolescents (5–19 years) (%),South Sudan,SEX_BTSX,5.48
Prevalence of overweight in children under 5 (%),South Sudan,NA,4.7
Prevalence of stunting in children under 5 (%),South Sudan,NA,27.9
Probability of dying from any of CVD cancer diabetes CRD between age 30 and exact age 70 (%),South Sudan,NA,21.99
Proportion of births attended by skilled health personnel (%),South Sudan,NA,39.7
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,South Sudan,NA,27
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,South Sudan,NA,41
Proportion of population using a hand-washing facility with soap and water (%),South Sudan,NA,5.6
Proportion of population with primary reliance on clean fuels and technology (%),South Sudan,NA,0
Reported number of people requiring interventions against NTDs,South Sudan,NA,9209212
Road traffic mortality rate (per 100 000 population),South Sudan,NA,23.3
Suicide mortality rate (per 100 000 population),South Sudan,NA,7.66
Total net official development assistance to medical research and basic health sectors per capita (US$) by recipient country,South Sudan,NA,18.4
Tuberculosis incidence (per 100 000 population),South Sudan,NA,227
UHC: Service coverage index,South Sudan,NA,34.18
Under-five mortality rate (per 1000 live births),South Sudan,SEX_BTSX,98.77
Mortality rate due to homicide (per 100 000 population),South-East Asia  Region,NA,3.66
Mortality rate from unintentional poisoning (per 100 000 population),South-East Asia  Region,NA,0.22
Probability of dying from any of CVD cancer diabetes CRD between age 30 and exact age 70 (%),South-East Asia  Region,NA,23.2
Suicide mortality rate (per 100 000 population),South-East Asia  Region,NA,10.01
Adolescent birth rate (per 1000 women),South-East Asia Region,AGEGROUP_YEARS10-14,0.51
Adolescent birth rate (per 1000 women),South-East Asia Region,AGEGROUP_YEARS15-19,24.31
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,South-East Asia Region,SEX_BTSX,132.8
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),South-East Asia Region,SEX_BTSX,32.4
Age-standardized prevalence of obesity among adults (18+ years) (%),South-East Asia Region,SEX_BTSX,8
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,South-East Asia Region,SEX_BTSX,26.5
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),South-East Asia Region,NA,1025.39
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),South-East Asia Region,NA,46.37
Average of 15 International Health Regulations core capacity scores,South-East Asia Region,NA,68.39
Density of dentists (per 10 000 population) ,South-East Asia Region,NA,1.5
Density of medical doctors (per 10 000 population) ,South-East Asia Region,NA,7.7
Density of nursing and midwifery personnel (per 10 000 population) ,South-East Asia Region,NA,20.6
Density of pharmacists (per 10 000 population) ,South-East Asia Region,NA,6.4
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),South-East Asia Region,NA,91
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),South-East Asia Region,NA,8.35
Healthy life expectancy at birth (years),South-East Asia Region,SEX_MLE,58.94
Healthy life expectancy at birth (years),South-East Asia Region,SEX_BTSX,59.37
Healthy life expectancy at birth (years),South-East Asia Region,SEX_FMLE,59.84
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),South-East Asia Region,NA,0.38
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),South-East Asia Region,SEX_FMLE,3
Life expectancy at birth (years),South-East Asia Region,SEX_BTSX,68.37
Life expectancy at birth (years),South-East Asia Region,SEX_FMLE,70.28
Life expectancy at birth (years),South-East Asia Region,SEX_MLE,66.6
Malaria incidence (per 1000 population at risk),South-East Asia Region,NA,3.03
Maternal mortality ratio (per 100 000 live births),South-East Asia Region,NA,116.76
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),South-East Asia Region,NA,85
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),South-East Asia Region,SEX_BTSX,29.62
Neonatal mortality rate (per 1000 live births),South-East Asia Region,SEX_BTSX,16.65
New HIV infections (per 1000 uninfected population),South-East Asia Region,SEX_BTSX,0.06
Number of cases of poliomyelitis caused by wild poliovirus (WPV),South-East Asia Region,NA,0
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),South-East Asia Region,NA,58
Population with household expenditures on health > 10% of total household expenditure or income (%),South-East Asia Region,NA,16.14
Population with household expenditures on health > 25% of total household expenditure or income (%),South-East Asia Region,NA,5.89
Prevalence of anaemia in women of reproductive age (15–49 years) (%),South-East Asia Region,SEX_FMLE,46.6
Prevalence of obesity among children and adolescents (5–19 years) (%),South-East Asia Region,SEX_BTSX,4.63
Prevalence of overweight in children under 5 (%),South-East Asia Region,NA,3.8
Prevalence of stunting in children under 5 (%),South-East Asia Region,NA,30.1
Prevalence of wasting in children under 5 (%),South-East Asia Region,NA,14.7
Proportion of births attended by skilled health personnel (%),South-East Asia Region,NA,90
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,South-East Asia Region,NA,17
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,South-East Asia Region,NA,33
Proportion of population using a hand-washing facility with soap and water (%),South-East Asia Region,NA,75.86
Proportion of population using safely-managed sanitation services (%),South-East Asia Region,NA,49.19
Proportion of population with primary reliance on clean fuels and technology (%),South-East Asia Region,NA,70.48
Proportion of safely treated domestic wastewater flows (%),South-East Asia Region,NA,25.87
Proportion of women of reproductive age who have their need for family planning satisfied with modern methods (%),South-East Asia Region,SEX_FMLE,77.99
Reported number of people requiring interventions against NTDs,South-East Asia Region,NA,833072192
Road traffic mortality rate (per 100 000 population),South-East Asia Region,NA,16.1
Total alcohol per capita (? 15 years of age) consumption (litres of pure alcohol),South-East Asia Region,SEX_BTSX,3.84
Total net official development assistance to medical research and basic health sectors per capita (US$) by recipient country,South-East Asia Region,NA,0.9
Tuberculosis incidence (per 100 000 population),South-East Asia Region,NA,234
UHC: Service coverage index,South-East Asia Region,NA,61.54
Under-five mortality rate (per 1000 live births),South-East Asia Region,SEX_BTSX,27.55
Adolescent birth rate (per 1000 women),Spain,AGEGROUP_YEARS10-14,0.05
Adolescent birth rate (per 1000 women),Spain,AGEGROUP_YEARS15-19,4.59
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Spain,SEX_BTSX,10.12
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Spain,SEX_BTSX,27.2
Age-standardized prevalence of obesity among adults (18+ years) (%),Spain,SEX_BTSX,15.67
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Spain,SEX_BTSX,28.4
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Spain,NA,9.77
Average of 15 International Health Regulations core capacity scores,Spain,NA,80.93
Density of dentists (per 10 000 population) ,Spain,NA,8.51
Density of medical doctors (per 10 000 population) ,Spain,NA,44.8
Density of nursing and midwifery personnel (per 10 000 population) ,Spain,NA,65.37
Density of pharmacists (per 10 000 population) ,Spain,NA,12.54
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Spain,NA,93
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Spain,NA,15.19
Healthy life expectancy at birth (years),Spain,SEX_BTSX,71.11
Healthy life expectancy at birth (years),Spain,SEX_MLE,70.33
Healthy life expectancy at birth (years),Spain,SEX_FMLE,71.83
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Spain,NA,0.13
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Spain,SEX_FMLE,81
Life expectancy at birth (years),Spain,SEX_BTSX,82.66
Life expectancy at birth (years),Spain,SEX_FMLE,85.3
Life expectancy at birth (years),Spain,SEX_MLE,79.99
Maternal mortality ratio (per 100 000 live births),Spain,NA,3.44
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Spain,NA,92
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Spain,SEX_BTSX,3.2
Mortality rate due to homicide (per 100 000 population),Spain,NA,0.52
Mortality rate from unintentional poisoning (per 100 000 population),Spain,NA,0.34
Neonatal mortality rate (per 1000 live births),Spain,SEX_BTSX,1.72
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Spain,NA,0
"Percentage of total antibiotic consumption being from the AWaRe ""Access"" antibiotics category  (%)",Spain,NA,61.57
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Spain,NA,92
Population with household expenditures on health > 10% of total household expenditure or income (%),Spain,NA,7.87
Population with household expenditures on health > 25% of total household expenditure or income (%),Spain,NA,1.12
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Spain,SEX_FMLE,13.4
Prevalence of obesity among children and adolescents (5–19 years) (%),Spain,SEX_BTSX,10.48
Probability of dying from any of CVD cancer diabetes CRD between age 30 and exact age 70 (%),Spain,NA,9.62
Proportion of births attended by skilled health personnel (%),Spain,NA,99.9
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,Spain,NA,3
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,Spain,NA,15
Proportion of population using safely-managed drinking-water services (%),Spain,NA,99.57
Proportion of population using safely-managed sanitation services (%),Spain,NA,89.97
Proportion of population with primary reliance on clean fuels and technology (%),Spain,NA,100
Proportion of safely treated domestic wastewater flows (%),Spain,NA,79.9
Reported number of people requiring interventions against NTDs,Spain,NA,82
Road traffic mortality rate (per 100 000 population),Spain,NA,3.5
Suicide mortality rate (per 100 000 population),Spain,NA,8.69
Total alcohol per capita (? 15 years of age) consumption (litres of pure alcohol),Spain,SEX_BTSX,10.91
Tuberculosis incidence (per 100 000 population),Spain,NA,6.9
UHC: Service coverage index,Spain,NA,85.26
Under-five mortality rate (per 1000 live births),Spain,SEX_BTSX,3.01
Adolescent birth rate (per 1000 women),Sri Lanka,AGEGROUP_YEARS15-19,16.52
Adolescent birth rate (per 1000 women),Sri Lanka,AGEGROUP_YEARS10-14,0.04
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Sri Lanka,SEX_BTSX,91.65
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Sri Lanka,SEX_BTSX,35.6
Age-standardized prevalence of obesity among adults (18+ years) (%),Sri Lanka,SEX_BTSX,10.56
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Sri Lanka,SEX_BTSX,19.5
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Sri Lanka,NA,68.56
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Sri Lanka,NA,24.79
Average of 15 International Health Regulations core capacity scores,Sri Lanka,NA,70.67
Density of dentists (per 10 000 population) ,Sri Lanka,NA,1.05
Density of medical doctors (per 10 000 population) ,Sri Lanka,NA,11.92
Density of nursing and midwifery personnel (per 10 000 population) ,Sri Lanka,NA,24.39
Density of pharmacists (per 10 000 population) ,Sri Lanka,NA,1.06
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Sri Lanka,NA,98
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Sri Lanka,NA,9.49
Healthy life expectancy at birth (years),Sri Lanka,SEX_FMLE,68.26
Healthy life expectancy at birth (years),Sri Lanka,SEX_MLE,65.06
Healthy life expectancy at birth (years),Sri Lanka,SEX_BTSX,66.73
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Sri Lanka,NA,0.34
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Sri Lanka,SEX_FMLE,49
Life expectancy at birth (years),Sri Lanka,SEX_BTSX,77.23
Life expectancy at birth (years),Sri Lanka,SEX_FMLE,80.05
Life expectancy at birth (years),Sri Lanka,SEX_MLE,74.16
Malaria incidence (per 1000 population at risk),Sri Lanka,NA,0
Maternal mortality ratio (per 100 000 live births),Sri Lanka,NA,28.84
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Sri Lanka,NA,98
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Sri Lanka,SEX_BTSX,4.8
Mortality rate due to homicide (per 100 000 population),Sri Lanka,NA,1.82
Mortality rate from unintentional poisoning (per 100 000 population),Sri Lanka,NA,0.17
Neonatal mortality rate (per 1000 live births),Sri Lanka,SEX_BTSX,3.67
New HIV infections (per 1000 uninfected population),Sri Lanka,SEX_BTSX,0.01
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Sri Lanka,NA,0
Percentage of bloodstream infection due to Escherichia coli resistant to 3rd-generation cephalosporin (%),Sri Lanka,NA,57.02
Percentage of bloodstream infections due methicillin-resistant Staphylococcus aureus (%),Sri Lanka,NA,47.21
Population with household expenditures on health > 10% of total household expenditure or income (%),Sri Lanka,NA,5.44
Population with household expenditures on health > 25% of total household expenditure or income (%),Sri Lanka,NA,0.9
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Sri Lanka,SEX_FMLE,34.6
Prevalence of obesity among children and adolescents (5–19 years) (%),Sri Lanka,SEX_BTSX,7.67
Prevalence of overweight in children under 5 (%),Sri Lanka,NA,1.3
Prevalence of stunting in children under 5 (%),Sri Lanka,NA,15.9
Prevalence of wasting in children under 5 (%),Sri Lanka,NA,15.1
Probability of dying from any of CVD cancer diabetes CRD between age 30 and exact age 70 (%),Sri Lanka,NA,15.57
Proportion of births attended by skilled health personnel (%),Sri Lanka,NA,99.5
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,Sri Lanka,NA,4
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,Sri Lanka,NA,24
Proportion of population using a hand-washing facility with soap and water (%),Sri Lanka,NA,85.35
Proportion of population using safely-managed drinking-water services (%),Sri Lanka,NA,47.13
Proportion of population with primary reliance on clean fuels and technology (%),Sri Lanka,NA,35.5
Proportion of women of reproductive age who have their need for family planning satisfied with modern methods (%),Sri Lanka,SEX_FMLE,74.3
Reported number of people requiring interventions against NTDs,Sri Lanka,NA,81224
Road traffic mortality rate (per 100 000 population),Sri Lanka,NA,11.5
Suicide mortality rate (per 100 000 population),Sri Lanka,NA,14.58
Total alcohol per capita (? 15 years of age) consumption (litres of pure alcohol),Sri Lanka,SEX_BTSX,2.83
Total net official development assistance to medical research and basic health sectors per capita (US$) by recipient country,Sri Lanka,NA,1.2
Tuberculosis incidence (per 100 000 population),Sri Lanka,NA,62
UHC: Service coverage index,Sri Lanka,NA,66.74
Under-five mortality rate (per 1000 live births),Sri Lanka,SEX_BTSX,6.49
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Sudan,SEX_BTSX,145.25
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Sudan,SEX_BTSX,40.8
Age-standardized prevalence of obesity among adults (18+ years) (%),Sudan,SEX_BTSX,17
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Sudan,NA,25.16
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Sudan,NA,23.46
Average of 15 International Health Regulations core capacity scores,Sudan,NA,50.47
Density of dentists (per 10 000 population) ,Sudan,NA,2.13
Density of medical doctors (per 10 000 population) ,Sudan,NA,2.63
Density of nursing and midwifery personnel (per 10 000 population) ,Sudan,NA,11.4
Density of pharmacists (per 10 000 population) ,Sudan,NA,0.25
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Sudan,NA,84
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Sudan,NA,7.86
Healthy life expectancy at birth (years),Sudan,SEX_MLE,58.53
Healthy life expectancy at birth (years),Sudan,SEX_FMLE,58.55
Healthy life expectancy at birth (years),Sudan,SEX_BTSX,58.54
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Sudan,NA,1.66
Life expectancy at birth (years),Sudan,SEX_FMLE,68.89
Life expectancy at birth (years),Sudan,SEX_MLE,66.25
Life expectancy at birth (years),Sudan,SEX_BTSX,67.59
Malaria incidence (per 1000 population at risk),Sudan,NA,71.71
Maternal mortality ratio (per 100 000 live births),Sudan,NA,270.36
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Sudan,NA,63
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Sudan,SEX_BTSX,15.8
Mortality rate due to homicide (per 100 000 population),Sudan,NA,5.44
Mortality rate from unintentional poisoning (per 100 000 population),Sudan,NA,1.18
Neonatal mortality rate (per 1000 live births),Sudan,SEX_BTSX,25.74
New HIV infections (per 1000 uninfected population),Sudan,SEX_BTSX,0.09
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Sudan,NA,0
Percentage of bloodstream infections due methicillin-resistant Staphylococcus aureus (%),Sudan,NA,35.71
"Percentage of total antibiotic consumption being from the AWaRe ""Access"" antibiotics category  (%)",Sudan,NA,35.64
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Sudan,NA,85
Population with household expenditures on health > 10% of total household expenditure or income (%),Sudan,NA,12.46
Population with household expenditures on health > 25% of total household expenditure or income (%),Sudan,NA,1.75
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Sudan,SEX_FMLE,36.5
Prevalence of obesity among children and adolescents (5–19 years) (%),Sudan,SEX_BTSX,6.41
Prevalence of overweight in children under 5 (%),Sudan,NA,2.7
Prevalence of stunting in children under 5 (%),Sudan,NA,36
Prevalence of wasting in children under 5 (%),Sudan,NA,16.3
Probability of dying from any of CVD cancer diabetes CRD between age 30 and exact age 70 (%),Sudan,NA,22.34
Proportion of births attended by skilled health personnel (%),Sudan,NA,77.7
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,Sudan,NA,17
Proportion of population using a hand-washing facility with soap and water (%),Sudan,NA,10.76
Proportion of population with primary reliance on clean fuels and technology (%),Sudan,NA,65.6
Proportion of women of reproductive age who have their need for family planning satisfied with modern methods (%),Sudan,SEX_FMLE,30.2
Reported number of people requiring interventions against NTDs,Sudan,NA,12047685
Road traffic mortality rate (per 100 000 population),Sudan,NA,19.6
Suicide mortality rate (per 100 000 population),Sudan,NA,3.21
Total alcohol per capita (? 15 years of age) consumption (litres of pure alcohol),Sudan,SEX_BTSX,0.01
Total net official development assistance to medical research and basic health sectors per capita (US$) by recipient country,Sudan,NA,2.89
Tuberculosis incidence (per 100 000 population),Sudan,NA,54
UHC: Service coverage index,Sudan,NA,43.53
Under-five mortality rate (per 1000 live births),Sudan,SEX_BTSX,51.56
Adolescent birth rate (per 1000 women),Suriname,AGEGROUP_YEARS10-14,1.76
Adolescent birth rate (per 1000 women),Suriname,AGEGROUP_YEARS15-19,45.87
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Suriname,SEX_BTSX,50.96
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Suriname,SEX_BTSX,42.9
Age-standardized prevalence of obesity among adults (18+ years) (%),Suriname,SEX_BTSX,29.02
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Suriname,NA,0.78
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Suriname,NA,13.03
Average of 15 International Health Regulations core capacity scores,Suriname,NA,47.13
Density of dentists (per 10 000 population) ,Suriname,NA,0.7
Density of medical doctors (per 10 000 population) ,Suriname,NA,14.78
Density of nursing and midwifery personnel (per 10 000 population) ,Suriname,NA,29.54
Density of pharmacists (per 10 000 population) ,Suriname,NA,0.82
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Suriname,NA,77
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Suriname,NA,10.02
Healthy life expectancy at birth (years),Suriname,SEX_MLE,58.93
Healthy life expectancy at birth (years),Suriname,SEX_BTSX,60.3
Healthy life expectancy at birth (years),Suriname,SEX_FMLE,61.69
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Suriname,NA,0.07
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Suriname,SEX_FMLE,2
Life expectancy at birth (years),Suriname,SEX_FMLE,72.7
Life expectancy at birth (years),Suriname,SEX_MLE,66.96
Life expectancy at birth (years),Suriname,SEX_BTSX,69.78
Malaria incidence (per 1000 population at risk),Suriname,NA,0
Maternal mortality ratio (per 100 000 live births),Suriname,NA,96.46
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Suriname,NA,51
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Suriname,SEX_BTSX,7.1
Mortality rate due to homicide (per 100 000 population),Suriname,NA,4.91
Mortality rate from unintentional poisoning (per 100 000 population),Suriname,NA,0.21
Neonatal mortality rate (per 1000 live births),Suriname,SEX_BTSX,10.31
New HIV infections (per 1000 uninfected population),Suriname,SEX_BTSX,0.76
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Suriname,NA,0
Population with household expenditures on health > 10% of total household expenditure or income (%),Suriname,NA,4.87
Population with household expenditures on health > 25% of total household expenditure or income (%),Suriname,NA,1.35
